Date,Headphone sound levels(dBASPL)
2020-12-03 23:16:47 - 2020-12-03 23:16:50,63.359
2020-12-03 23:16:50 - 2020-12-03 23:21:17,64.234
2020-12-04 09:23:46 - 2020-12-04 09:42:16,64.604
2020-12-04 09:42:16 - 2020-12-04 09:43:41,62.763
2020-12-04 09:43:41 - 2020-12-04 09:44:28,55.444
2020-12-04 09:44:32 - 2020-12-04 09:44:35,53.947
2020-12-04 09:44:35 - 2020-12-04 09:44:41,56.187
2020-12-04 09:44:41 - 2020-12-04 09:46:13,58.620
2020-12-04 09:46:13 - 2020-12-04 09:48:05,57.321
2020-12-04 09:48:05 - 2020-12-04 09:48:38,60.042
2020-12-04 09:49:52 - 2020-12-04 09:50:28,61.044
2020-12-04 09:50:28 - 2020-12-04 09:54:44,59.758
2020-12-04 09:54:44 - 2020-12-04 09:55:14,55.474
2020-12-04 09:55:14 - 2020-12-04 09:58:05,59.942
2020-12-04 09:58:05 - 2020-12-04 10:02:06,57.351
2020-12-04 10:02:51 - 2020-12-04 10:05:42,56.144
2020-12-04 10:21:15 - 2020-12-04 10:29:58,59.141
2020-12-04 10:30:04 - 2020-12-04 11:00:01,59.784
2020-12-04 11:00:01 - 2020-12-04 11:15:01,59.156
2020-12-04 11:15:01 - 2020-12-04 11:28:40,61.218
2020-12-04 11:29:06 - 2020-12-04 11:29:57,51.214
2020-12-04 11:29:57 - 2020-12-04 11:30:00,50.989
2020-12-04 11:30:08 - 2020-12-04 11:30:31,51.281
2020-12-04 14:26:10 - 2020-12-04 14:32:38,50.982
2020-12-04 14:32:38 - 2020-12-04 14:32:41,48.257
2020-12-04 14:35:51 - 2020-12-04 14:54:17,51.158
2020-12-04 14:54:17 - 2020-12-04 14:54:20,47.594
2020-12-04 14:56:03 - 2020-12-04 15:26:00,55.338
2020-12-04 15:26:00 - 2020-12-04 15:55:59,56.208
2020-12-04 15:55:59 - 2020-12-04 16:25:57,56.125
2020-12-04 16:25:57 - 2020-12-04 16:55:52,56.339
2020-12-04 16:55:52 - 2020-12-04 17:02:06,55.217
2020-12-04 17:12:12 - 2020-12-04 17:19:46,69.278
2020-12-04 17:19:46 - 2020-12-04 17:19:55,70.022
2020-12-04 17:19:55 - 2020-12-04 17:32:55,58.130
2020-12-04 17:34:25 - 2020-12-04 17:35:28,66.199
2020-12-04 17:35:44 - 2020-12-04 17:42:28,75.606
2020-12-05 01:01:19 - 2020-12-05 01:03:17,64.033
2020-12-05 09:47:09 - 2020-12-05 09:47:53,64.550
2020-12-05 09:48:39 - 2020-12-05 09:49:11,59.621
2020-12-05 09:50:27 - 2020-12-05 09:59:57,60.699
2020-12-05 10:00:06 - 2020-12-05 10:00:15,54.032
2020-12-05 20:15:55 - 2020-12-05 20:21:57,69.457
2020-12-05 20:21:57 - 2020-12-05 20:22:51,70.329
2020-12-06 00:07:18 - 2020-12-06 00:07:21,66.409
2020-12-06 09:18:59 - 2020-12-06 09:24:30,60.558
2020-12-06 09:24:44 - 2020-12-06 09:24:47,58.355
2020-12-06 09:25:29 - 2020-12-06 09:33:07,60.331
2020-12-06 09:41:20 - 2020-12-06 09:54:33,58.635
2020-12-06 10:28:16 - 2020-12-06 10:44:13,60.198
2020-12-06 10:44:13 - 2020-12-06 10:44:31,60.209
2020-12-06 10:44:31 - 2020-12-06 10:47:26,61.653
2020-12-06 10:49:27 - 2020-12-06 10:50:02,63.666
2020-12-06 10:55:26 - 2020-12-06 10:57:00,56.012
2020-12-06 11:12:11 - 2020-12-06 11:12:21,58.695
2020-12-06 11:21:13 - 2020-12-06 11:26:08,51.615
2020-12-06 11:27:47 - 2020-12-06 11:35:42,62.640
2020-12-06 12:51:08 - 2020-12-06 12:52:14,52.520
2020-12-06 12:52:17 - 2020-12-06 12:54:20,59.252
2020-12-06 12:54:27 - 2020-12-06 13:24:24,68.641
2020-12-06 13:24:24 - 2020-12-06 13:26:42,69.016
2020-12-06 13:26:45 - 2020-12-06 13:26:48,67.526
2020-12-06 13:26:48 - 2020-12-06 13:26:51,67.040
2020-12-06 13:29:09 - 2020-12-06 13:41:02,63.838
2020-12-06 13:41:02 - 2020-12-06 13:41:08,55.770
2020-12-06 13:41:08 - 2020-12-06 14:02:12,57.770
2020-12-06 14:02:12 - 2020-12-06 14:02:30,57.599
2020-12-06 14:02:30 - 2020-12-06 14:04:37,58.970
2020-12-06 14:04:37 - 2020-12-06 14:04:55,61.665
2020-12-06 14:04:54 - 2020-12-06 14:29:02,57.381
2020-12-06 14:29:02 - 2020-12-06 14:37:52,59.377
2020-12-06 14:37:53 - 2020-12-06 14:37:56,55.602
2020-12-06 14:37:58 - 2020-12-06 14:38:07,55.780
2020-12-06 14:38:07 - 2020-12-06 14:42:59,53.722
2020-12-06 14:43:04 - 2020-12-06 14:44:13,70.732
2020-12-06 14:44:14 - 2020-12-06 14:44:32,71.804
2020-12-06 14:44:32 - 2020-12-06 14:45:35,70.654
2020-12-06 14:45:35 - 2020-12-06 14:46:17,72.075
2020-12-06 14:46:17 - 2020-12-06 14:52:31,69.892
2020-12-06 14:52:31 - 2020-12-06 14:52:58,58.715
2020-12-06 14:53:18 - 2020-12-06 14:53:45,59.844
2020-12-06 15:20:47 - 2020-12-06 15:20:50,0.000
2020-12-06 15:23:05 - 2020-12-06 15:25:59,58.820
2020-12-06 15:37:07 - 2020-12-06 15:38:57,51.733
2020-12-06 15:40:10 - 2020-12-06 15:43:26,65.489
2020-12-06 18:18:18 - 2020-12-06 18:25:43,73.695
2020-12-06 18:26:01 - 2020-12-06 18:26:04,77.794
2020-12-06 18:49:52 - 2020-12-06 18:51:06,65.610
2020-12-06 18:51:11 - 2020-12-06 19:03:17,59.042
2020-12-06 20:51:11 - 2020-12-06 20:51:14,0.000
2020-12-06 20:54:52 - 2020-12-06 20:54:58,47.096
2020-12-06 21:06:46 - 2020-12-06 21:09:36,66.771
2020-12-06 22:10:20 - 2020-12-06 22:39:09,58.181
2020-12-07 08:36:15 - 2020-12-07 08:42:12,60.383
2020-12-07 08:43:05 - 2020-12-07 09:06:12,55.542
2020-12-07 09:06:12 - 2020-12-07 09:36:08,54.519
2020-12-07 09:36:08 - 2020-12-07 09:51:11,53.754
2020-12-07 11:52:15 - 2020-12-07 11:54:40,49.973
2020-12-07 11:55:03 - 2020-12-07 11:59:57,61.446
2020-12-07 11:59:57 - 2020-12-07 12:00:00,66.776
2020-12-07 12:00:10 - 2020-12-07 12:00:13,69.586
2020-12-07 12:44:55 - 2020-12-07 12:51:32,63.961
2020-12-07 12:54:08 - 2020-12-07 13:02:13,58.573
2020-12-07 13:02:31 - 2020-12-07 13:09:19,47.093
2020-12-07 13:09:22 - 2020-12-07 13:09:25,0.000
2020-12-07 13:09:25 - 2020-12-07 13:19:24,60.300
2020-12-07 13:19:24 - 2020-12-07 13:19:27,61.445
2020-12-07 13:19:27 - 2020-12-07 13:33:59,60.735
2020-12-07 13:33:59 - 2020-12-07 13:34:11,62.492
2020-12-07 13:34:11 - 2020-12-07 13:35:06,62.268
2020-12-07 13:35:06 - 2020-12-07 13:35:09,61.717
2020-12-07 13:35:09 - 2020-12-07 13:37:24,61.377
2020-12-07 13:37:24 - 2020-12-07 13:37:27,60.268
2020-12-07 13:37:27 - 2020-12-07 13:38:03,61.888
2020-12-07 13:38:03 - 2020-12-07 13:38:18,62.412
2020-12-07 13:38:18 - 2020-12-07 13:38:33,57.871
2020-12-07 13:38:33 - 2020-12-07 13:38:54,57.004
2020-12-07 13:39:20 - 2020-12-07 13:40:11,59.628
2020-12-07 13:45:52 - 2020-12-07 13:46:28,52.120
2020-12-07 13:46:28 - 2020-12-07 13:47:37,56.334
2020-12-07 13:47:37 - 2020-12-07 13:49:13,62.067
2020-12-07 13:49:13 - 2020-12-07 13:49:16,61.972
2020-12-07 13:49:31 - 2020-12-07 13:54:59,60.949
2020-12-07 13:55:04 - 2020-12-07 14:11:55,62.467
2020-12-07 14:11:55 - 2020-12-07 14:12:07,65.217
2020-12-07 14:12:07 - 2020-12-07 14:15:35,62.183
2020-12-07 14:15:35 - 2020-12-07 14:15:47,58.855
2020-12-07 14:15:47 - 2020-12-07 14:29:29,65.333
2020-12-07 14:29:29 - 2020-12-07 14:29:32,32.453
2020-12-07 14:29:32 - 2020-12-07 14:41:23,63.554
2020-12-07 20:02:49 - 2020-12-07 20:04:21,54.001
2020-12-07 20:05:01 - 2020-12-07 20:05:04,0.000
2020-12-07 20:06:17 - 2020-12-07 20:06:26,45.665
2020-12-07 20:06:26 - 2020-12-07 20:08:23,48.013
2020-12-07 20:08:23 - 2020-12-07 20:11:50,61.263
2020-12-07 20:11:50 - 2020-12-07 20:12:08,48.276
2020-12-07 20:15:04 - 2020-12-07 20:15:07,39.646
2020-12-07 20:17:24 - 2020-12-07 20:21:40,55.218
2020-12-07 20:23:15 - 2020-12-07 20:23:18,50.530
2020-12-07 20:24:41 - 2020-12-07 20:35:03,22.982
2020-12-07 20:36:38 - 2020-12-07 20:37:36,62.203
2020-12-07 20:41:19 - 2020-12-07 20:41:22,53.849
2020-12-07 21:14:31 - 2020-12-07 21:18:39,60.387
2020-12-07 21:19:04 - 2020-12-07 21:21:25,71.969
2020-12-07 21:21:25 - 2020-12-07 21:21:55,77.146
2020-12-07 21:21:55 - 2020-12-07 21:22:10,63.008
2020-12-07 21:22:10 - 2020-12-07 21:22:37,65.244
2020-12-07 21:22:37 - 2020-12-07 21:22:43,58.300
2020-12-07 21:22:43 - 2020-12-07 21:23:04,58.623
2020-12-07 21:23:12 - 2020-12-07 21:23:15,54.388
2020-12-07 21:23:21 - 2020-12-07 21:38:19,37.785
2020-12-07 21:39:20 - 2020-12-07 22:04:28,68.841
2020-12-07 22:04:28 - 2020-12-07 22:04:31,45.157
2020-12-07 22:04:32 - 2020-12-07 22:04:51,41.018
2020-12-07 22:05:17 - 2020-12-07 22:05:23,45.579
2020-12-07 22:05:46 - 2020-12-07 22:14:48,64.740
2020-12-07 22:16:03 - 2020-12-07 22:17:36,55.309
2020-12-07 22:17:36 - 2020-12-07 22:17:39,54.919
2020-12-07 22:17:43 - 2020-12-07 22:18:07,55.199
2020-12-07 22:18:07 - 2020-12-07 22:18:10,54.963
2020-12-07 22:18:55 - 2020-12-07 22:20:26,56.272
2020-12-07 22:24:39 - 2020-12-07 22:24:54,64.378
2020-12-07 22:26:46 - 2020-12-07 22:40:16,63.954
2020-12-07 22:40:35 - 2020-12-07 22:41:42,77.285
2020-12-07 22:41:49 - 2020-12-07 22:53:40,64.837
2020-12-07 22:54:12 - 2020-12-07 22:54:38,73.532
2020-12-07 22:54:47 - 2020-12-07 22:54:59,66.725
2020-12-07 22:55:02 - 2020-12-07 22:56:39,67.092
2020-12-07 22:56:39 - 2020-12-07 22:56:57,60.357
2020-12-07 22:56:57 - 2020-12-07 22:57:00,61.436
2020-12-07 22:57:01 - 2020-12-07 22:58:03,61.885
2020-12-07 22:58:09 - 2020-12-07 22:58:12,0.073
2020-12-07 22:58:16 - 2020-12-07 22:58:19,51.509
2020-12-07 22:58:23 - 2020-12-07 22:58:26,45.680
2020-12-07 22:58:29 - 2020-12-07 22:58:33,62.045
2020-12-07 22:58:58 - 2020-12-07 22:59:01,0.000
2020-12-07 22:59:01 - 2020-12-07 22:59:04,61.096
2020-12-07 22:59:05 - 2020-12-07 22:59:25,58.984
2020-12-07 22:59:48 - 2020-12-07 23:00:21,63.353
2020-12-07 23:00:21 - 2020-12-07 23:00:24,61.946
2020-12-07 23:00:24 - 2020-12-07 23:00:27,62.116
2020-12-07 23:00:27 - 2020-12-07 23:01:21,64.191
2020-12-07 23:01:24 - 2020-12-07 23:01:27,60.073
2020-12-07 23:01:33 - 2020-12-07 23:01:42,59.162
2020-12-07 23:01:42 - 2020-12-07 23:02:04,55.083
2020-12-07 23:02:31 - 2020-12-07 23:08:05,60.711
2020-12-07 23:08:05 - 2020-12-07 23:08:20,56.650
2020-12-07 23:08:20 - 2020-12-07 23:10:44,63.066
2020-12-07 23:10:49 - 2020-12-07 23:10:52,63.865
2020-12-07 23:11:23 - 2020-12-07 23:11:56,64.384
2020-12-07 23:11:56 - 2020-12-07 23:13:02,62.082
2020-12-07 23:13:02 - 2020-12-07 23:13:51,53.252
2020-12-07 23:13:55 - 2020-12-07 23:14:25,56.660
2020-12-07 23:14:25 - 2020-12-07 23:14:28,59.458
2020-12-07 23:14:28 - 2020-12-07 23:14:34,61.564
2020-12-07 23:14:34 - 2020-12-07 23:14:55,63.190
2020-12-07 23:14:55 - 2020-12-07 23:31:29,67.863
2020-12-08 01:04:05 - 2020-12-08 01:07:39,56.335
2020-12-08 01:07:39 - 2020-12-08 01:07:42,61.034
2020-12-08 01:08:20 - 2020-12-08 01:09:16,58.641
2020-12-08 01:09:16 - 2020-12-08 01:09:22,43.777
2020-12-08 01:09:32 - 2020-12-08 01:10:14,56.393
2020-12-08 01:10:49 - 2020-12-08 01:10:52,52.903
2020-12-08 01:11:07 - 2020-12-08 01:11:31,56.012
2020-12-08 02:25:46 - 2020-12-08 02:27:55,52.227
2020-12-08 09:07:52 - 2020-12-08 09:14:45,62.117
2020-12-08 09:14:45 - 2020-12-08 09:14:48,61.237
2020-12-08 09:15:54 - 2020-12-08 09:15:57,57.338
2020-12-08 11:41:46 - 2020-12-08 11:42:37,50.898
2020-12-08 11:42:37 - 2020-12-08 11:42:40,36.185
2020-12-08 11:42:44 - 2020-12-08 11:45:29,60.684
2020-12-08 11:45:29 - 2020-12-08 11:45:32,56.524
2020-12-08 11:45:49 - 2020-12-08 11:50:19,57.906
2020-12-08 21:42:09 - 2020-12-08 21:55:20,61.045
2020-12-08 23:47:11 - 2020-12-08 23:47:38,22.522
2020-12-09 08:58:10 - 2020-12-09 09:28:06,59.090
2020-12-09 09:28:06 - 2020-12-09 09:38:16,58.784
2020-12-09 20:27:35 - 2020-12-09 20:36:29,62.670
2020-12-09 20:36:43 - 2020-12-09 20:45:54,57.821
2020-12-10 06:10:45 - 2020-12-10 06:40:37,54.388
2020-12-10 06:40:37 - 2020-12-10 06:42:22,55.311
2020-12-10 14:09:18 - 2020-12-10 14:13:45,54.270
2020-12-10 14:14:17 - 2020-12-10 14:14:20,50.987
2020-12-10 14:16:36 - 2020-12-10 14:41:51,61.358
2020-12-10 14:42:10 - 2020-12-10 14:43:41,64.414
2020-12-10 21:54:24 - 2020-12-10 22:04:20,56.374
2020-12-10 22:06:45 - 2020-12-10 22:06:51,65.455
2020-12-10 22:06:55 - 2020-12-10 22:07:07,61.175
2020-12-10 22:07:07 - 2020-12-10 22:08:01,54.906
2020-12-10 22:09:18 - 2020-12-10 22:09:33,52.762
2020-12-10 22:09:33 - 2020-12-10 22:10:28,56.003
2020-12-10 22:10:56 - 2020-12-10 22:10:59,58.670
2020-12-10 22:10:59 - 2020-12-10 22:15:33,57.222
2020-12-10 22:15:45 - 2020-12-10 22:15:48,57.180
2020-12-10 22:15:48 - 2020-12-10 22:19:28,57.433
2020-12-11 07:55:38 - 2020-12-11 08:01:32,57.798
2020-12-11 08:01:38 - 2020-12-11 08:29:05,61.090
2020-12-11 08:29:50 - 2020-12-11 08:29:56,62.616
2020-12-11 08:30:12 - 2020-12-11 08:32:07,71.420
2020-12-11 08:32:15 - 2020-12-11 08:39:02,63.584
2020-12-11 08:39:06 - 2020-12-11 08:39:57,59.566
2020-12-11 09:41:04 - 2020-12-11 09:42:14,66.098
2020-12-11 20:06:22 - 2020-12-11 20:13:23,59.405
2020-12-11 20:13:23 - 2020-12-11 20:13:26,58.094
2020-12-11 20:13:26 - 2020-12-11 20:15:49,56.201
2020-12-11 23:54:37 - 2020-12-12 00:08:52,58.346
2020-12-12 08:07:55 - 2020-12-12 08:24:03,57.403
2020-12-12 13:43:54 - 2020-12-12 13:46:18,73.821
2020-12-12 13:46:18 - 2020-12-12 13:48:19,74.641
2020-12-12 13:48:19 - 2020-12-12 13:55:34,66.387
2020-12-13 08:57:20 - 2020-12-13 08:57:23,62.258
2020-12-13 08:57:23 - 2020-12-13 09:11:41,63.536
2020-12-13 09:13:17 - 2020-12-13 09:37:28,61.287
2020-12-13 09:37:28 - 2020-12-13 10:04:33,61.116
2020-12-13 10:04:33 - 2020-12-13 10:34:31,61.075
2020-12-13 10:34:31 - 2020-12-13 11:04:28,60.636
2020-12-13 11:04:28 - 2020-12-13 11:13:35,58.243
2020-12-13 11:13:38 - 2020-12-13 11:13:44,59.568
2020-12-13 11:13:44 - 2020-12-13 11:24:42,59.276
2020-12-13 11:24:42 - 2020-12-13 11:25:09,52.247
2020-12-13 11:25:09 - 2020-12-13 11:25:21,55.445
2020-12-13 11:25:21 - 2020-12-13 11:27:13,61.312
2020-12-13 11:27:13 - 2020-12-13 11:52:42,63.861
2020-12-13 13:48:38 - 2020-12-13 14:18:33,63.077
2020-12-13 14:18:33 - 2020-12-13 14:19:26,63.348
2020-12-13 14:20:04 - 2020-12-13 14:24:12,59.470
2020-12-13 14:24:28 - 2020-12-13 14:40:38,61.403
2020-12-13 17:53:28 - 2020-12-13 17:54:11,70.015
2020-12-13 17:54:11 - 2020-12-13 17:54:35,69.168
2020-12-13 17:54:35 - 2020-12-13 17:55:41,69.373
2020-12-13 17:55:41 - 2020-12-13 17:56:23,69.075
2020-12-13 17:56:23 - 2020-12-13 17:56:29,53.650
2020-12-13 17:56:32 - 2020-12-13 18:16:26,71.344
2020-12-13 18:16:35 - 2020-12-13 18:16:38,65.111
2020-12-13 18:17:32 - 2020-12-13 18:21:44,66.098
2020-12-13 18:45:42 - 2020-12-13 18:53:12,64.296
2020-12-13 18:53:12 - 2020-12-13 18:53:15,60.736
2020-12-13 18:53:23 - 2020-12-13 19:00:06,57.405
2020-12-13 19:00:13 - 2020-12-13 19:16:13,62.004
2020-12-13 19:16:34 - 2020-12-13 19:17:04,61.030
2020-12-13 19:17:04 - 2020-12-13 19:37:18,62.822
2020-12-13 19:37:31 - 2020-12-13 19:50:40,56.648
2020-12-13 21:28:46 - 2020-12-13 21:57:05,69.118
2020-12-13 21:57:21 - 2020-12-13 21:58:01,76.769
2020-12-13 21:58:07 - 2020-12-13 21:58:52,69.581
2020-12-14 07:50:08 - 2020-12-14 07:52:00,70.406
2020-12-14 07:52:00 - 2020-12-14 07:52:15,56.553
2020-12-14 07:52:15 - 2020-12-14 07:54:33,65.792
2020-12-14 07:54:33 - 2020-12-14 07:57:10,72.469
2020-12-14 07:57:10 - 2020-12-14 07:57:13,68.349
2020-12-14 07:57:35 - 2020-12-14 08:02:51,71.238
2020-12-14 08:02:51 - 2020-12-14 08:03:00,69.642
2020-12-14 08:03:02 - 2020-12-14 08:03:32,69.319
2020-12-14 08:03:32 - 2020-12-14 08:07:06,70.597
2020-12-14 08:07:06 - 2020-12-14 08:07:21,67.482
2020-12-14 08:07:21 - 2020-12-14 08:07:24,61.210
2020-12-14 08:07:24 - 2020-12-14 08:29:58,60.412
2020-12-14 08:30:03 - 2020-12-14 08:59:59,58.464
2020-12-14 08:59:59 - 2020-12-14 09:18:18,60.855
2020-12-14 09:19:28 - 2020-12-14 09:32:02,60.738
2020-12-14 10:44:01 - 2020-12-14 10:46:55,66.905
2020-12-14 10:46:55 - 2020-12-14 10:46:58,70.449
2020-12-14 10:47:47 - 2020-12-14 10:49:58,64.719
2020-12-14 10:49:58 - 2020-12-14 10:50:43,69.877
2020-12-14 10:51:34 - 2020-12-14 10:52:16,73.526
2020-12-14 11:56:37 - 2020-12-14 11:59:59,62.554
2020-12-14 12:00:03 - 2020-12-14 12:10:29,62.745
2020-12-14 12:10:30 - 2020-12-14 12:20:20,67.103
2020-12-14 13:51:24 - 2020-12-14 13:51:54,68.884
2020-12-14 13:52:08 - 2020-12-14 13:54:58,54.556
2020-12-14 14:40:01 - 2020-12-14 15:09:54,55.151
2020-12-14 15:09:54 - 2020-12-14 15:37:40,54.896
2020-12-14 17:28:45 - 2020-12-14 17:33:36,63.741
2020-12-14 17:33:36 - 2020-12-14 17:33:39,66.656
2020-12-14 17:33:39 - 2020-12-14 17:35:11,58.830
2020-12-14 17:35:11 - 2020-12-14 17:35:17,64.237
2020-12-14 17:35:17 - 2020-12-14 17:38:53,57.300
2020-12-14 17:39:01 - 2020-12-14 17:53:07,59.752
2020-12-14 20:57:12 - 2020-12-14 20:57:41,64.605
2020-12-14 20:57:41 - 2020-12-14 20:58:14,64.715
2020-12-14 20:58:14 - 2020-12-14 20:59:09,64.002
2020-12-14 21:03:31 - 2020-12-14 21:03:52,70.212
2020-12-14 21:03:52 - 2020-12-14 21:03:55,72.344
2020-12-14 21:03:55 - 2020-12-14 21:07:54,72.881
2020-12-14 23:21:34 - 2020-12-14 23:24:55,66.672
2020-12-15 08:05:08 - 2020-12-15 08:07:56,66.808
2020-12-15 08:09:13 - 2020-12-15 08:10:43,61.245
2020-12-15 08:10:52 - 2020-12-15 08:22:18,66.648
2020-12-15 08:22:21 - 2020-12-15 08:45:02,58.908
2020-12-15 08:45:02 - 2020-12-15 08:54:58,59.204
2020-12-15 08:55:05 - 2020-12-15 09:00:25,58.905
2020-12-15 09:00:33 - 2020-12-15 09:27:36,58.700
2020-12-15 15:51:40 - 2020-12-15 15:51:46,34.999
2020-12-15 15:57:09 - 2020-12-15 16:08:55,52.923
2020-12-16 00:28:58 - 2020-12-16 00:40:02,58.075
2020-12-16 09:37:27 - 2020-12-16 09:41:56,58.685
2020-12-16 09:42:12 - 2020-12-16 09:43:09,53.371
2020-12-16 09:43:25 - 2020-12-16 10:04:10,54.942
2020-12-16 10:04:13 - 2020-12-16 10:22:05,63.082
2020-12-16 10:23:49 - 2020-12-16 10:26:23,59.351
2020-12-16 10:27:18 - 2020-12-16 10:28:04,59.910
2020-12-16 15:14:20 - 2020-12-16 15:15:34,68.548
2020-12-16 15:16:51 - 2020-12-16 15:22:02,71.464
2020-12-17 09:01:28 - 2020-12-17 09:31:25,54.937
2020-12-17 09:31:25 - 2020-12-17 10:01:20,54.944
2020-12-17 10:01:20 - 2020-12-17 10:31:18,54.847
2020-12-17 10:31:18 - 2020-12-17 10:41:44,55.085
2020-12-17 10:42:17 - 2020-12-17 10:42:53,55.798
2020-12-17 10:43:05 - 2020-12-17 10:43:08,45.843
2020-12-17 10:45:57 - 2020-12-17 11:04:36,54.346
2020-12-17 11:04:56 - 2020-12-17 11:06:56,62.031
2020-12-17 11:54:42 - 2020-12-17 11:55:09,54.101
2020-12-17 11:55:38 - 2020-12-17 11:59:57,42.689
2020-12-17 11:59:57 - 2020-12-17 12:00:00,26.122
2020-12-17 12:00:02 - 2020-12-17 12:00:05,66.715
2020-12-17 12:00:18 - 2020-12-17 12:07:53,55.320
2020-12-17 13:20:19 - 2020-12-17 13:25:20,65.421
2020-12-17 13:25:20 - 2020-12-17 13:25:35,61.137
2020-12-17 13:25:35 - 2020-12-17 13:31:58,62.453
2020-12-17 13:31:58 - 2020-12-17 13:32:49,61.368
2020-12-17 13:32:49 - 2020-12-17 13:45:21,60.860
2020-12-17 15:22:20 - 2020-12-17 15:27:37,54.311
2020-12-17 15:27:47 - 2020-12-17 15:27:50,54.464
2020-12-17 15:28:07 - 2020-12-17 15:50:32,57.248
2020-12-17 15:53:47 - 2020-12-17 15:56:26,55.812
2020-12-17 16:09:48 - 2020-12-17 16:09:51,35.334
2020-12-17 22:47:13 - 2020-12-17 22:56:38,60.944
2020-12-17 23:33:26 - 2020-12-17 23:39:46,59.208
2020-12-17 23:39:57 - 2020-12-17 23:42:14,63.553
2020-12-18 00:00:23 - 2020-12-18 00:30:21,63.992
2020-12-18 00:30:21 - 2020-12-18 00:36:19,64.051
2020-12-18 00:36:25 - 2020-12-18 00:37:13,41.032
2020-12-18 00:37:13 - 2020-12-18 00:43:38,60.732
2020-12-18 00:44:29 - 2020-12-18 00:44:32,0.000
2020-12-18 00:46:13 - 2020-12-18 00:47:49,36.272
2020-12-18 00:48:20 - 2020-12-18 00:48:23,0.000
2020-12-18 00:49:38 - 2020-12-18 00:49:41,34.511
2020-12-18 00:49:53 - 2020-12-18 00:50:08,70.102
2020-12-18 00:53:38 - 2020-12-18 00:53:41,64.565
2020-12-18 00:54:45 - 2020-12-18 00:54:48,0.000
2020-12-18 00:59:50 - 2020-12-18 01:00:00,58.308
2020-12-18 01:04:10 - 2020-12-18 01:06:16,64.409
2020-12-18 01:06:33 - 2020-12-18 01:10:36,58.277
2020-12-18 09:26:56 - 2020-12-18 09:36:40,63.188
2020-12-18 09:36:55 - 2020-12-18 09:37:19,56.176
2020-12-18 09:37:26 - 2020-12-18 09:37:47,62.593
2020-12-18 09:37:55 - 2020-12-18 09:56:28,58.987
2020-12-18 14:07:37 - 2020-12-18 14:07:49,61.794
2020-12-18 14:07:49 - 2020-12-18 14:07:55,60.069
2020-12-18 14:07:55 - 2020-12-18 14:17:50,58.407
2020-12-18 15:39:57 - 2020-12-18 15:52:03,69.360
2020-12-18 15:52:10 - 2020-12-18 15:52:52,72.761
2020-12-19 00:33:17 - 2020-12-19 00:34:26,67.023
2020-12-19 10:18:55 - 2020-12-19 10:26:03,62.538
2020-12-19 10:29:20 - 2020-12-19 10:29:32,49.312
2020-12-19 10:29:39 - 2020-12-19 10:30:12,60.519
2020-12-19 10:30:13 - 2020-12-19 10:30:25,34.426
2020-12-19 10:31:31 - 2020-12-19 10:46:13,61.157
2020-12-19 18:42:38 - 2020-12-19 18:53:04,61.343
2020-12-19 21:26:02 - 2020-12-19 21:27:35,44.008
2020-12-20 00:28:37 - 2020-12-20 00:33:26,55.769
2020-12-20 07:17:05 - 2020-12-20 07:24:49,45.603
2020-12-20 07:24:49 - 2020-12-20 07:24:52,46.507
2020-12-20 07:25:03 - 2020-12-20 07:29:58,52.033
2020-12-20 07:30:04 - 2020-12-20 07:35:19,51.115
2020-12-20 07:35:24 - 2020-12-20 07:36:05,44.203
2020-12-20 07:36:34 - 2020-12-20 07:36:43,45.909
2020-12-20 07:37:53 - 2020-12-20 07:38:03,46.029
2020-12-20 07:38:31 - 2020-12-20 07:39:04,45.956
2020-12-20 07:39:10 - 2020-12-20 07:40:51,53.477
2020-12-20 07:40:55 - 2020-12-20 07:57:37,51.213
2020-12-20 11:00:02 - 2020-12-20 11:00:05,55.799
2020-12-20 11:00:05 - 2020-12-20 11:00:53,54.566
2020-12-20 11:02:02 - 2020-12-20 11:29:58,51.610
2020-12-20 11:29:58 - 2020-12-20 11:32:59,43.525
2020-12-20 11:32:59 - 2020-12-20 11:35:03,46.319
2020-12-20 11:35:16 - 2020-12-20 11:35:44,56.317
2020-12-20 11:35:44 - 2020-12-20 11:35:47,34.182
2020-12-20 11:36:05 - 2020-12-20 11:37:05,51.026
2020-12-20 11:37:05 - 2020-12-20 11:53:45,53.636
2020-12-20 11:53:45 - 2020-12-20 11:59:59,56.125
2020-12-20 12:00:03 - 2020-12-20 12:17:01,53.805
2020-12-20 12:20:02 - 2020-12-20 12:21:58,60.695
2020-12-20 12:22:07 - 2020-12-20 12:22:58,51.246
2020-12-20 12:25:43 - 2020-12-20 12:27:07,41.633
2020-12-20 12:28:45 - 2020-12-20 12:28:48,44.187
2020-12-20 12:35:01 - 2020-12-20 12:35:04,0.000
2020-12-20 13:00:52 - 2020-12-20 13:02:37,63.986
2020-12-20 13:03:04 - 2020-12-20 13:05:23,61.684
2020-12-20 13:12:26 - 2020-12-20 13:12:29,57.364
2020-12-20 13:16:01 - 2020-12-20 13:24:35,69.560
2020-12-20 13:24:49 - 2020-12-20 13:28:22,78.433
2020-12-20 16:26:20 - 2020-12-20 16:29:04,74.317
2020-12-20 18:27:43 - 2020-12-20 18:32:05,65.587
2020-12-20 18:32:28 - 2020-12-20 18:57:40,54.655
2020-12-20 18:57:40 - 2020-12-20 18:59:22,57.246
